

|yearQuarter |state | totalRX|
|2020 Q3     |IA    |    2177|
|2020 Q4     |IA    |    2304|
|2021 Q1     |IA    |    1949|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2014 Q2     |ID    |      12|
|2014 Q3     |ID    |      14|
|2014 Q4     |ID    |      12|
|2015 Q1     |ID    |      27|
|2015 Q2     |ID    |      43|
|2015 Q3     |ID    |      46|
|2015 Q4     |ID    |      54|
|2016 Q1     |ID    |      75|
|2016 Q2     |ID    |      96|
|2016 Q3     |ID    |     110|
|2016 Q4     |ID    |     169|
|2017 Q1     |ID    |     215|
|2017 Q2     |ID    |     235|
|2017 Q3     |ID    |     192|
|2017 Q4     |ID    |     231|
|2018 Q1     |ID    |     261|
|2018 Q2     |ID    |     260|
|2018 Q3     |ID    |     227|
|2018 Q4     |ID    |     313|
|2019 Q1     |ID    |     281|
|2019 Q2     |ID    |     369|
|2019 Q3     |ID    |     351|
|2019 Q4     |ID    |     336|
|2020 Q1     |ID    |     815|
|2020 Q2     |ID    |     972|
|2020 Q3     |ID    |     993|
|2020 Q4     |ID    |     916|
|2021 Q1     |ID    |    1041|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |IL    |     893|
|2012 Q2     |IL    |    1800|
|2012 Q3     |IL    |    6062|
|2012 Q4     |IL    |    3387|
|2013 Q1     |IL    |    2821|
|2013 Q2     |IL    |    3191|
|2013 Q3     |IL    |    2010|
|2013 Q4     |IL    |    2305|
|2014 Q1     |IL    |    2329|
|2014 Q2     |IL    |    4254|
|2014 Q3     |IL    |    3211|
|2014 Q4     |IL    |    3092|
|2015 Q1     |IL    |    2402|
|2015 Q2     |IL    |    1906|
|2015 Q3     |IL    |    3564|
|2015 Q4     |IL    |    4086|
|2016 Q1     |IL    |    4065|
|2016 Q2     |IL    |    3697|
|2016 Q3     |IL    |    3593|
|2016 Q4     |IL    |    3698|
|2017 Q1     |IL    |    4837|
|2017 Q2     |IL    |    3552|
|2017 Q3     |IL    |    3414|
|2017 Q4     |IL    |    3573|
|2018 Q1     |IL    |    3996|
|2018 Q2     |IL    |    3584|
|2018 Q3     |IL    |    3226|
|2018 Q4     |IL    |    3181|
|2019 Q1     |IL    |    3640|
|2019 Q2     |IL    |    3912|
|2019 Q3     |IL    |    4369|
|2019 Q4     |IL    |    4010|
|2020 Q1     |IL    |    5711|
|2020 Q2     |IL    |    4596|
|2020 Q3     |IL    |    5038|
|2020 Q4     |IL    |    4841|
|2021 Q1     |IL    |    3824|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |IN    |     842|
|2012 Q2     |IN    |    2162|
|2012 Q3     |IN    |    2221|
|2012 Q4     |IN    |    2402|
|2013 Q1     |IN    |    2595|
|2013 Q2     |IN    |    2281|
|2013 Q3     |IN    |    2319|
|2013 Q4     |IN    |    2370|
|2014 Q1     |IN    |    2083|
|2014 Q2     |IN    |    2578|
|2014 Q3     |IN    |    2565|
|2014 Q4     |IN    |    2281|
|2015 Q1     |IN    |    1782|
|2015 Q2     |IN    |    3262|
|2015 Q3     |IN    |    4036|
|2015 Q4     |IN    |    4620|
|2016 Q1     |IN    |    4722|
|2016 Q2     |IN    |    5194|
|2016 Q3     |IN    |    3573|
|2016 Q4     |IN    |    3559|
|2017 Q1     |IN    |    4154|
|2017 Q2     |IN    |    5085|
|2017 Q3     |IN    |    3873|
|2017 Q4     |IN    |    4256|
|2018 Q1     |IN    |    4498|
|2018 Q2     |IN    |    4774|
|2018 Q3     |IN    |    4795|
|2018 Q4     |IN    |    4724|
|2019 Q1     |IN    |    5498|
|2019 Q2     |IN    |    6538|
|2019 Q3     |IN    |    6540|
|2019 Q4     |IN    |    6471|
|2020 Q1     |IN    |    6556|
|2020 Q2     |IN    |    5845|
|2020 Q3     |IN    |    6692|
|2020 Q4     |IN    |    6836|
|2021 Q1     |IN    |    5947|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |KS    |      89|
|2012 Q2     |KS    |     448|
|2012 Q3     |KS    |     476|
|2012 Q4     |KS    |     480|
|2013 Q1     |KS    |      31|
|2013 Q4     |KS    |     463|
|2014 Q1     |KS    |     747|
|2014 Q2     |KS    |    2437|
|2014 Q3     |KS    |     689|
|2014 Q4     |KS    |    1068|
|2015 Q1     |KS    |     838|
|2015 Q2     |KS    |     561|
|2015 Q3     |KS    |     420|
|2015 Q4     |KS    |     712|
|2016 Q1     |KS    |     972|
|2016 Q2     |KS    |     299|
|2016 Q3     |KS    |     930|
|2016 Q4     |KS    |     590|
|2017 Q1     |KS    |     898|
|2017 Q2     |KS    |    1935|
|2017 Q3     |KS    |     812|
|2017 Q4     |KS    |     825|
|2018 Q1     |KS    |     887|
|2018 Q2     |KS    |     903|
|2018 Q3     |KS    |     977|
|2018 Q4     |KS    |     980|
|2019 Q1     |KS    |     985|
|2019 Q2     |KS    |    1028|
|2019 Q3     |KS    |     982|
|2019 Q4     |KS    |     894|
|2020 Q1     |KS    |     938|
|2020 Q2     |KS    |     845|
|2020 Q3     |KS    |     888|
|2020 Q4     |KS    |     794|
|2021 Q1     |KS    |     495|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |LA    |     345|
|2012 Q2     |LA    |     790|
|2012 Q3     |LA    |    1184|
|2012 Q4     |LA    |     918|
|2013 Q1     |LA    |     650|
|2013 Q2     |LA    |     484|
|2013 Q3     |LA    |     435|
|2013 Q4     |LA    |     372|
|2014 Q1     |LA    |     340|
|2014 Q2     |LA    |     344|
|2014 Q3     |LA    |     357|
|2014 Q4     |LA    |     189|
|2015 Q1     |LA    |     600|
|2015 Q2     |LA    |     564|
|2015 Q3     |LA    |     618|
|2015 Q4     |LA    |     781|
|2016 Q1     |LA    |     916|
|2016 Q2     |LA    |     940|
|2016 Q3     |LA    |    2036|
|2016 Q4     |LA    |    2496|
|2017 Q1     |LA    |    2558|
|2017 Q2     |LA    |    2815|
|2017 Q3     |LA    |    2704|
|2017 Q4     |LA    |    2916|
|2018 Q1     |LA    |    3058|
|2018 Q2     |LA    |    3408|
|2018 Q3     |LA    |    3535|
|2018 Q4     |LA    |    3164|
|2019 Q1     |LA    |    3139|
|2019 Q2     |LA    |    3426|
|2019 Q3     |LA    |    4173|
|2019 Q4     |LA    |    3878|
|2020 Q1     |LA    |    4177|
|2020 Q2     |LA    |    3315|
|2020 Q3     |LA    |    3445|
|2020 Q4     |LA    |    3376|
|2021 Q1     |LA    |    3398|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |MA    |    1027|
|2012 Q2     |MA    |    2534|
|2012 Q3     |MA    |    2211|
|2012 Q4     |MA    |    3136|
|2013 Q1     |MA    |    3358|
|2013 Q2     |MA    |    3799|
|2013 Q3     |MA    |    3420|
|2013 Q4     |MA    |    2881|
|2014 Q1     |MA    |    3458|
|2014 Q2     |MA    |    3963|
|2014 Q3     |MA    |    3569|
|2014 Q4     |MA    |    4315|
|2015 Q1     |MA    |    3606|
|2015 Q2     |MA    |    3942|
|2015 Q3     |MA    |    3122|
|2015 Q4     |MA    |    3566|
|2016 Q1     |MA    |    4026|
|2016 Q2     |MA    |    4353|
|2016 Q3     |MA    |    3952|
|2016 Q4     |MA    |    4505|
|2017 Q1     |MA    |    4309|
|2017 Q2     |MA    |    4776|
|2017 Q3     |MA    |    3981|
|2017 Q4     |MA    |    4002|
|2018 Q1     |MA    |    4411|
|2018 Q2     |MA    |    5276|
|2018 Q3     |MA    |    4819|
|2018 Q4     |MA    |    5507|
|2019 Q1     |MA    |    5290|
|2019 Q2     |MA    |    5973|
|2019 Q3     |MA    |    5186|
|2019 Q4     |MA    |    5807|
|2020 Q1     |MA    |    6108|
|2020 Q2     |MA    |    4979|
|2020 Q3     |MA    |    4998|
|2020 Q4     |MA    |    5290|
|2021 Q1     |MA    |    5272|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |MD    |     323|
|2012 Q2     |MD    |     806|
|2012 Q3     |MD    |     785|
|2012 Q4     |MD    |     947|
|2013 Q1     |MD    |     963|
|2013 Q2     |MD    |     989|
|2013 Q3     |MD    |     882|
|2013 Q4     |MD    |     910|
|2014 Q1     |MD    |    1115|
|2014 Q2     |MD    |    1510|
|2014 Q3     |MD    |    1381|
|2014 Q4     |MD    |    1469|
|2015 Q1     |MD    |     403|
|2015 Q2     |MD    |     603|
|2015 Q3     |MD    |     606|
|2015 Q4     |MD    |     503|
|2016 Q1     |MD    |     558|
|2016 Q2     |MD    |     643|
|2016 Q3     |MD    |     712|
|2016 Q4     |MD    |     783|
|2017 Q1     |MD    |    1001|
|2017 Q2     |MD    |    1157|
|2017 Q3     |MD    |    1524|
|2017 Q4     |MD    |    2954|
|2018 Q1     |MD    |    3211|
|2018 Q2     |MD    |    3220|
|2018 Q3     |MD    |    3308|
|2018 Q4     |MD    |    3398|
|2019 Q1     |MD    |    3575|
|2019 Q2     |MD    |    3734|
|2019 Q3     |MD    |    3347|
|2019 Q4     |MD    |    3627|
|2020 Q1     |MD    |    3418|
|2020 Q2     |MD    |    3033|
|2020 Q3     |MD    |    3377|
|2020 Q4     |MD    |    3272|
|2021 Q1     |MD    |    3508|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |ME    |    1731|
|2012 Q2     |ME    |    1659|
|2012 Q3     |ME    |    1218|
|2012 Q4     |ME    |      41|
|2013 Q1     |ME    |      20|
|2013 Q2     |ME    |      35|
|2013 Q3     |ME    |      13|
|2013 Q4     |ME    |      14|
|2014 Q1     |ME    |     463|
|2014 Q2     |ME    |     718|
|2014 Q3     |ME    |     731|
|2014 Q4     |ME    |     830|
|2015 Q1     |ME    |     735|
|2015 Q2     |ME    |     819|
|2015 Q3     |ME    |     707|
|2015 Q4     |ME    |     780|
|2016 Q1     |ME    |     851|
|2016 Q2     |ME    |     889|
|2016 Q3     |ME    |     887|
|2016 Q4     |ME    |     891|
|2017 Q1     |ME    |    1036|
|2017 Q2     |ME    |    1000|
|2017 Q3     |ME    |     896|
|2017 Q4     |ME    |     981|
|2018 Q1     |ME    |    1007|
|2018 Q2     |ME    |    1083|
|2018 Q3     |ME    |    1029|
|2018 Q4     |ME    |     996|
|2019 Q1     |ME    |    1161|
|2019 Q2     |ME    |    1513|
|2019 Q3     |ME    |    1550|
|2019 Q4     |ME    |    1591|
|2020 Q1     |ME    |    1573|
|2020 Q2     |ME    |    1236|
|2020 Q3     |ME    |    1427|
|2020 Q4     |ME    |    1356|
|2021 Q1     |ME    |    1414|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |MI    |     755|
|2012 Q2     |MI    |    1621|
|2012 Q3     |MI    |    1437|
|2012 Q4     |MI    |    1560|
|2013 Q1     |MI    |    1823|
|2013 Q2     |MI    |    2130|
|2013 Q3     |MI    |    1845|
|2013 Q4     |MI    |    1827|
|2014 Q1     |MI    |    1734|
|2014 Q2     |MI    |    3060|
|2014 Q3     |MI    |    3623|
|2014 Q4     |MI    |    3667|
|2015 Q1     |MI    |    3457|
|2015 Q2     |MI    |    3668|
|2015 Q3     |MI    |    2648|
|2015 Q4     |MI    |    2836|
|2016 Q1     |MI    |    5196|
|2016 Q2     |MI    |    6798|
|2016 Q3     |MI    |    8621|
|2016 Q4     |MI    |    9343|
|2017 Q1     |MI    |   11139|
|2017 Q2     |MI    |   11514|
|2017 Q3     |MI    |   11509|
|2017 Q4     |MI    |   11753|
|2018 Q1     |MI    |   12832|
|2018 Q2     |MI    |   12316|
|2018 Q3     |MI    |   12160|
|2018 Q4     |MI    |   12326|
|2019 Q1     |MI    |   12436|
|2019 Q2     |MI    |   12213|
|2019 Q3     |MI    |   11479|
|2019 Q4     |MI    |   11129|
|2020 Q1     |MI    |   11362|
|2020 Q2     |MI    |    8400|
|2020 Q3     |MI    |    9438|
|2020 Q4     |MI    |   10522|
|2021 Q1     |MI    |    7897|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |MN    |    2334|
|2012 Q2     |MN    |    4396|
|2012 Q3     |MN    |    4300|
|2012 Q4     |MN    |    4378|
|2013 Q1     |MN    |    4895|
|2013 Q2     |MN    |    4593|
|2013 Q3     |MN    |    5535|
|2013 Q4     |MN    |    4185|
|2014 Q1     |MN    |    4723|
|2014 Q2     |MN    |    4900|
|2014 Q3     |MN    |    4663|
|2014 Q4     |MN    |    4777|
|2015 Q1     |MN    |    4328|
|2015 Q2     |MN    |    4021|
|2015 Q3     |MN    |    3761|
|2015 Q4     |MN    |    4065|
|2016 Q1     |MN    |    4431|
|2016 Q2     |MN    |    4294|
|2016 Q3     |MN    |    4051|
|2016 Q4     |MN    |    4190|
|2017 Q1     |MN    |    4602|
|2017 Q2     |MN    |    4474|
|2017 Q3     |MN    |    4137|
|2017 Q4     |MN    |    4448|
|2018 Q1     |MN    |    4535|
|2018 Q2     |MN    |    4580|
|2018 Q3     |MN    |    4247|
|2018 Q4     |MN    |    4392|
|2019 Q1     |MN    |    4102|
|2019 Q2     |MN    |    4273|
|2019 Q3     |MN    |    4221|
|2019 Q4     |MN    |    4047|
|2020 Q1     |MN    |    4311|
|2020 Q2     |MN    |    3593|
|2020 Q3     |MN    |    3846|
|2020 Q4     |MN    |    3763|
|2021 Q1     |MN    |    4112|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |MO    |     617|
|2012 Q2     |MO    |    1670|
|2012 Q3     |MO    |    1727|
|2012 Q4     |MO    |    1893|
|2013 Q1     |MO    |    1573|
|2013 Q2     |MO    |    1706|
|2013 Q3     |MO    |    1615|
|2013 Q4     |MO    |    1581|
|2014 Q1     |MO    |    1297|
|2014 Q2     |MO    |    1414|
|2014 Q3     |MO    |    1251|
|2014 Q4     |MO    |    1321|
|2015 Q1     |MO    |    1622|
|2015 Q2     |MO    |    1537|
|2015 Q3     |MO    |    1744|
|2015 Q4     |MO    |    1831|
|2016 Q1     |MO    |    2063|
|2016 Q2     |MO    |    1942|
|2016 Q3     |MO    |    2159|
|2016 Q4     |MO    |    2263|
|2017 Q1     |MO    |    2421|
|2017 Q2     |MO    |    2353|
|2017 Q3     |MO    |    2518|
|2017 Q4     |MO    |    2587|
|2018 Q1     |MO    |    2665|
|2018 Q2     |MO    |    2712|
|2018 Q3     |MO    |    2761|
|2018 Q4     |MO    |    2672|
|2019 Q1     |MO    |    2797|
|2019 Q2     |MO    |    2934|
|2019 Q3     |MO    |    3095|
|2019 Q4     |MO    |    2878|
|2020 Q1     |MO    |    2815|
|2020 Q2     |MO    |    2471|
|2020 Q3     |MO    |    3083|
|2020 Q4     |MO    |    3143|
|2021 Q1     |MO    |    3424|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |MS    |      77|
|2012 Q2     |MS    |     223|
|2012 Q3     |MS    |     262|
|2012 Q4     |MS    |     300|
|2013 Q1     |MS    |     365|
|2013 Q2     |MS    |     355|
|2013 Q3     |MS    |     362|
|2013 Q4     |MS    |     344|
|2014 Q1     |MS    |     367|
|2014 Q2     |MS    |     346|
|2014 Q3     |MS    |     265|
|2014 Q4     |MS    |     371|
|2015 Q1     |MS    |     345|
|2015 Q2     |MS    |     304|
|2015 Q3     |MS    |     320|
|2015 Q4     |MS    |     303|
|2016 Q1     |MS    |     392|
|2016 Q2     |MS    |     379|
|2016 Q3     |MS    |     375|
|2016 Q4     |MS    |     400|
|2017 Q1     |MS    |     402|
|2017 Q2     |MS    |     465|
|2017 Q3     |MS    |     432|
|2017 Q4     |MS    |     485|
|2018 Q1     |MS    |     513|
|2018 Q2     |MS    |     535|
|2018 Q3     |MS    |     572|
|2018 Q4     |MS    |     477|
|2019 Q1     |MS    |     578|
|2019 Q2     |MS    |     616|
|2019 Q3     |MS    |     674|
|2019 Q4     |MS    |     587|
|2020 Q1     |MS    |     602|
|2020 Q2     |MS    |     405|
|2020 Q3     |MS    |     398|
|2020 Q4     |MS    |     419|
|2021 Q1     |MS    |     419|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |MT    |      80|
|2012 Q2     |MT    |     182|
|2012 Q3     |MT    |     141|
|2012 Q4     |MT    |     182|
|2013 Q1     |MT    |     194|
|2013 Q2     |MT    |     193|
|2013 Q3     |MT    |     147|
|2013 Q4     |MT    |     183|
|2014 Q1     |MT    |     192|
|2014 Q2     |MT    |     202|
|2014 Q3     |MT    |     191|
|2014 Q4     |MT    |     179|
|2015 Q1     |MT    |     218|
|2015 Q2     |MT    |     243|
|2015 Q3     |MT    |     189|
|2015 Q4     |MT    |     194|
|2016 Q1     |MT    |     394|
|2016 Q2     |MT    |     656|
|2016 Q3     |MT    |     747|
|2016 Q4     |MT    |     798|
|2017 Q1     |MT    |     992|
|2017 Q2     |MT    |    1088|
|2017 Q3     |MT    |    1076|
|2017 Q4     |MT    |    1144|
|2018 Q1     |MT    |    1105|
|2018 Q2     |MT    |    1302|
|2018 Q3     |MT    |    1131|
|2018 Q4     |MT    |    1369|
|2019 Q1     |MT    |    1281|
|2019 Q2     |MT    |    1309|
|2019 Q3     |MT    |    1307|
|2019 Q4     |MT    |    1252|
|2020 Q1     |MT    |    1246|
|2020 Q2     |MT    |    1014|
|2020 Q3     |MT    |    1011|
|2020 Q4     |MT    |     923|
|2021 Q1     |MT    |    1005|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |NC    |     896|
|2012 Q2     |NC    |    2241|
|2012 Q3     |NC    |    2403|
|2012 Q4     |NC    |    2408|
|2013 Q1     |NC    |    2741|
|2013 Q2     |NC    |    2390|
|2013 Q3     |NC    |    2260|
|2013 Q4     |NC    |    2228|
|2014 Q1     |NC    |    2081|
|2014 Q2     |NC    |    2278|
|2014 Q3     |NC    |    2579|
|2014 Q4     |NC    |    2122|
|2015 Q1     |NC    |    2264|
|2015 Q2     |NC    |    1884|
|2015 Q3     |NC    |    2150|
|2015 Q4     |NC    |    2145|
|2016 Q1     |NC    |    2484|
|2016 Q2     |NC    |    2293|
|2016 Q3     |NC    |    2526|
|2016 Q4     |NC    |    2311|
|2017 Q1     |NC    |    3054|
|2017 Q2     |NC    |    2378|
|2017 Q3     |NC    |    2834|
|2017 Q4     |NC    |    2459|
|2018 Q1     |NC    |    3024|
|2018 Q2     |NC    |    2523|
|2018 Q3     |NC    |    2875|
|2018 Q4     |NC    |    2500|
|2019 Q1     |NC    |    2856|
|2019 Q2     |NC    |    2556|
|2019 Q3     |NC    |    3030|
|2019 Q4     |NC    |    2807|
|2020 Q1     |NC    |    1972|
|2020 Q2     |NC    |    1038|
|2020 Q3     |NC    |    4496|
|2020 Q4     |NC    |    2187|
|2021 Q1     |NC    |    2559|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q4     |ND    |      16|
|2013 Q1     |ND    |      25|
|2013 Q2     |ND    |      38|
|2013 Q3     |ND    |      20|
|2013 Q4     |ND    |      19|
|2014 Q1     |ND    |      16|
|2014 Q2     |ND    |      16|
|2014 Q3     |ND    |      50|
|2014 Q4     |ND    |      42|
|2015 Q1     |ND    |     126|
|2015 Q2     |ND    |     171|
|2015 Q3     |ND    |     138|
|2015 Q4     |ND    |     146|
|2016 Q1     |ND    |     146|
|2016 Q2     |ND    |     168|
|2016 Q3     |ND    |     168|
|2016 Q4     |ND    |     215|
|2017 Q1     |ND    |     206|
|2017 Q2     |ND    |     212|
|2017 Q3     |ND    |     192|
|2017 Q4     |ND    |     186|
|2018 Q1     |ND    |     217|
|2018 Q2     |ND    |     227|
|2018 Q3     |ND    |     193|
|2018 Q4     |ND    |     147|
|2019 Q1     |ND    |     234|
|2019 Q2     |ND    |     216|
|2019 Q3     |ND    |     218|
|2019 Q4     |ND    |     195|
|2020 Q1     |ND    |     282|
|2020 Q2     |ND    |     173|
|2020 Q3     |ND    |     187|
|2020 Q4     |ND    |     225|
|2021 Q1     |ND    |     217|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |NE    |      48|
|2012 Q2     |NE    |     201|
|2012 Q3     |NE    |     220|
|2012 Q4     |NE    |     207|
|2013 Q1     |NE    |     194|
|2013 Q2     |NE    |     246|
|2013 Q3     |NE    |     262|
|2013 Q4     |NE    |     206|
|2014 Q1     |NE    |     156|
|2014 Q2     |NE    |     160|
|2014 Q3     |NE    |     179|
|2014 Q4     |NE    |     158|
|2015 Q1     |NE    |     165|
|2015 Q2     |NE    |     128|
|2015 Q3     |NE    |     128|
|2015 Q4     |NE    |     140|
|2016 Q1     |NE    |     114|
|2016 Q2     |NE    |     141|
|2016 Q3     |NE    |     149|
|2016 Q4     |NE    |     171|
|2017 Q1     |NE    |     349|
|2017 Q2     |NE    |     133|
|2017 Q3     |NE    |     165|
|2017 Q4     |NE    |     133|
|2018 Q1     |NE    |     184|
|2018 Q2     |NE    |     215|
|2018 Q3     |NE    |      63|
|2018 Q4     |NE    |      50|
|2019 Q1     |NE    |     116|
|2019 Q2     |NE    |     131|
|2019 Q3     |NE    |     150|
|2019 Q4     |NE    |     174|
|2020 Q1     |NE    |     116|
|2020 Q2     |NE    |     120|
|2020 Q3     |NE    |     147|
|2020 Q4     |NE    |     176|
|2021 Q1     |NE    |     131|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |NH    |      57|
|2012 Q2     |NH    |     155|
|2012 Q3     |NH    |     202|
|2012 Q4     |NH    |     177|
|2013 Q1     |NH    |     234|
|2013 Q2     |NH    |     216|
|2013 Q3     |NH    |     191|
|2013 Q4     |NH    |     174|
|2014 Q1     |NH    |      12|
|2014 Q4     |NH    |      16|
|2015 Q1     |NH    |      14|
|2015 Q3     |NH    |      24|
|2015 Q4     |NH    |     323|
|2016 Q1     |NH    |     202|
|2016 Q2     |NH    |     197|
|2016 Q3     |NH    |     184|
|2016 Q4     |NH    |     247|
|2017 Q1     |NH    |     247|
|2017 Q2     |NH    |     268|
|2017 Q3     |NH    |     246|
|2017 Q4     |NH    |     291|
|2018 Q1     |NH    |     263|
|2018 Q2     |NH    |     266|
|2018 Q3     |NH    |     218|
|2018 Q4     |NH    |     293|
|2019 Q1     |NH    |     598|
|2019 Q2     |NH    |     604|
|2019 Q3     |NH    |     475|
|2019 Q4     |NH    |     380|
|2020 Q1     |NH    |     609|
|2020 Q2     |NH    |     471|
|2020 Q3     |NH    |     464|
|2020 Q4     |NH    |     480|
|2021 Q1     |NH    |     376|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |NJ    |     265|
|2012 Q2     |NJ    |    1402|
|2012 Q3     |NJ    |    1226|
|2012 Q4     |NJ    |    1216|
|2013 Q1     |NJ    |    1357|
|2013 Q2     |NJ    |    1170|
|2013 Q3     |NJ    |    1032|
|2013 Q4     |NJ    |     982|
|2014 Q1     |NJ    |     985|
|2014 Q2     |NJ    |    2248|
|2014 Q3     |NJ    |    1313|
|2014 Q4     |NJ    |    2441|
|2015 Q1     |NJ    |    2720|
|2015 Q2     |NJ    |    1985|
|2015 Q3     |NJ    |    2634|
|2015 Q4     |NJ    |    2108|
|2016 Q1     |NJ    |    2549|
|2016 Q2     |NJ    |    3223|
|2016 Q3     |NJ    |    1735|
|2016 Q4     |NJ    |    2669|
|2017 Q1     |NJ    |    1101|
|2017 Q2     |NJ    |    1137|
|2017 Q3     |NJ    |    1059|
|2017 Q4     |NJ    |    1125|
|2018 Q1     |NJ    |    1209|
|2018 Q2     |NJ    |    1365|
|2018 Q3     |NJ    |    3024|
|2018 Q4     |NJ    |    3636|
|2019 Q1     |NJ    |    4015|
|2019 Q2     |NJ    |    4001|
|2019 Q3     |NJ    |    4040|
|2019 Q4     |NJ    |    3942|
|2020 Q1     |NJ    |    4043|
|2020 Q2     |NJ    |    3292|
|2020 Q3     |NJ    |    3452|
|2020 Q4     |NJ    |    3493|
|2021 Q1     |NJ    |    2305|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |NM    |     126|
|2012 Q2     |NM    |     493|
|2012 Q3     |NM    |     400|
|2012 Q4     |NM    |     330|
|2013 Q1     |NM    |     529|
|2013 Q2     |NM    |     405|
|2013 Q3     |NM    |     304|
|2013 Q4     |NM    |     216|
|2014 Q1     |NM    |      38|
|2014 Q2     |NM    |     153|
|2014 Q3     |NM    |    1194|
|2014 Q4     |NM    |     539|
|2015 Q1     |NM    |     555|
|2015 Q2     |NM    |     648|
|2015 Q3     |NM    |     354|
|2015 Q4     |NM    |     571|
|2016 Q2     |NM    |     627|
|2016 Q3     |NM    |     685|
|2016 Q4     |NM    |     728|
|2017 Q1     |NM    |     703|
|2017 Q2     |NM    |     772|
|2017 Q3     |NM    |     729|
|2017 Q4     |NM    |     729|
|2018 Q1     |NM    |     892|
|2018 Q2     |NM    |     845|
|2018 Q3     |NM    |     872|
|2018 Q4     |NM    |     782|
|2019 Q1     |NM    |    1157|
|2019 Q2     |NM    |    1181|
|2019 Q3     |NM    |    1235|
|2019 Q4     |NM    |    1108|
|2020 Q1     |NM    |     334|
|2020 Q2     |NM    |    1061|
|2020 Q3     |NM    |    1033|
|2020 Q4     |NM    |     960|
|2021 Q1     |NM    |     990|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |NV    |      93|
|2012 Q2     |NV    |     187|
|2012 Q3     |NV    |     224|
|2012 Q4     |NV    |     228|
|2013 Q1     |NV    |     284|
|2013 Q2     |NV    |     231|
|2013 Q3     |NV    |     251|
|2013 Q4     |NV    |     247|
|2014 Q1     |NV    |     359|
|2014 Q2     |NV    |     455|
|2014 Q3     |NV    |     454|
|2014 Q4     |NV    |     457|
|2015 Q1     |NV    |     454|
|2015 Q2     |NV    |     530|
|2015 Q3     |NV    |     484|
|2015 Q4     |NV    |     521|
|2016 Q1     |NV    |     592|
|2016 Q2     |NV    |     604|
|2016 Q3     |NV    |     590|
|2016 Q4     |NV    |     465|
|2017 Q1     |NV    |     579|
|2017 Q2     |NV    |     457|
|2017 Q3     |NV    |     911|
|2017 Q4     |NV    |    1053|
|2018 Q1     |NV    |    1232|
|2018 Q2     |NV    |    1365|
|2018 Q3     |NV    |    1414|
|2018 Q4     |NV    |    1138|
|2019 Q1     |NV    |    1166|
|2019 Q2     |NV    |    1046|
|2019 Q3     |NV    |    1161|
|2019 Q4     |NV    |    1104|
|2020 Q1     |NV    |    1116|
|2020 Q2     |NV    |    1040|
|2020 Q3     |NV    |    1039|
|2020 Q4     |NV    |     977|
|2021 Q1     |NV    |     964|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |NY    |    4720|
|2012 Q2     |NY    |    8866|
|2012 Q3     |NY    |    8483|
|2012 Q4     |NY    |    8767|
|2013 Q1     |NY    |   11590|
|2013 Q2     |NY    |   10797|
|2013 Q3     |NY    |    9909|
|2013 Q4     |NY    |    9635|
|2014 Q1     |NY    |   10357|
|2014 Q2     |NY    |   12522|
|2014 Q3     |NY    |   12256|
|2014 Q4     |NY    |   11359|
|2015 Q1     |NY    |   12925|
|2015 Q2     |NY    |   13906|
|2015 Q3     |NY    |   11197|
|2015 Q4     |NY    |   11605|
|2016 Q1     |NY    |   15475|
|2016 Q2     |NY    |   15202|
|2016 Q3     |NY    |   13483|
|2016 Q4     |NY    |   14407|
|2017 Q1     |NY    |   15914|
|2017 Q2     |NY    |   16884|
|2017 Q3     |NY    |   16295|
|2017 Q4     |NY    |   16448|
|2018 Q1     |NY    |   18082|
|2018 Q2     |NY    |   18041|
|2018 Q3     |NY    |   17923|
|2018 Q4     |NY    |   17514|
|2019 Q1     |NY    |   18766|
|2019 Q2     |NY    |   18198|
|2019 Q3     |NY    |   17753|
