utilization.type,state,year,quarter,suppression,proper_ndc,gennme,prodnme,numberrx,yearQuarter
MCOU,MS,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,254,2018.5
FFSU,NY,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,346,2018.5
FFSU,VA,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,103,2018.5
FFSU,CT,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1505,2018.25
MCOU,SC,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,602,2018.25
FFSU,OR,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,71,2018.5
MCOU,DC,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,104,2018.5
FFSU,CT,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1401,2018.5
FFSU,NC,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1444,2018.5
FFSU,DC,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,90,2018.75
FFSU,NC,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1188,2018.25
FFSU,WI,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1664,2018.5
FFSU,GA,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,482,2018.5
MCOU,WI,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
FFSU,OK,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,739,2018.5
MCOU,ND,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,94,2018.5
FFSU,RI,2018,1,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018
FFSU,OR,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,57,2018.75
FFSU,AR,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,499,2018.5
FFSU,IA,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,13,2018.75
FFSU,NJ,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,36,2018.25
MCOU,SC,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,541,2018.5
MCOU,CO,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,107,2018.5
FFSU,NH,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,24,2018.75
FFSU,SC,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,49,2018.75
MCOU,VA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,500,2018.25
FFSU,OH,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,124,2018.75
FFSU,MD,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1307,2018.25
FFSU,WA,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,30,2018.75
FFSU,MD,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1350,2018
FFSU,MT,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,434,2018.5
FFSU,AK,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,260,2018
FFSU,TX,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,62,2018.75
FFSU,FL,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,68,2018.75
MCOU,DC,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,129,2018
FFSU,NM,2018,4,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.75
FFSU,AL,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,55,2018
FFSU,AR,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,472,2018
FFSU,ME,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
FFSU,ND,2018,1,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018
MCOU,NE,2018,4,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.75
FFSU,RI,2018,4,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.75
FFSU,LA,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
FFSU,NM,2018,1,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018
FFSU,VT,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,291,2018.5
FFSU,ND,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
MCOU,WI,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
FFSU,ND,2018,4,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.75
MCOU,WI,2018,4,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.75
FFSU,IA,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
FFSU,ME,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
FFSU,ME,2018,4,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.75
MCOU,WI,2018,1,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018
FFSU,KY,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
MCOU,NE,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
FFSU,AZ,2018,4,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.75
FFSU,LA,2018,1,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018
FFSU,LA,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
FFSU,ND,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
FFSU,MI,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,314,2018.75
MCOU,IN,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1713,2018.75
FFSU,MD,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1359,2018.75
FFSU,MI,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,347,2018.5
FFSU,MD,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1363,2018.5
FFSU,VT,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,240,2018.25
FFSU,TN,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1404,2018.75
MCOU,OR,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1820,2018.5
FFSU,MI,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,469,2018
FFSU,MI,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,414,2018.25
FFSU,KY,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
MCOU,UT,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,96,2018.25
FFSU,AZ,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
FFSU,SC,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,60,2018.25
FFSU,MO,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1077,2018.5
FFSU,OH,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,96,2018.25
MCOU,CO,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,77,2018.25
FFSU,AK,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,202,2018.25
MCOU,ND,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,93,2018
FFSU,RI,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
MCOU,NV,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,321,2018
MCOU,NJ,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,530,2018
FFSU,RI,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
FFSU,WY,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,56,2018.25
FFSU,VA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,65,2018
MCOU,CO,2018,1,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018
FFSU,AZ,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
FFSU,MS,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,46,2018
FFSU,NM,2018,3,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.5
FFSU,IA,2018,1,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018
FFSU,MA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,978,2018.25
MCOU,DE,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
FFSU,NM,2018,2,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.25
FFSU,KY,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,16,2018
FFSU,NV,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,251,2018.5
FFSU,PA,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,66,2018.5
FFSU,WV,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,419,2018.5
FFSU,LA,2018,4,T,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,0,2018.75
FFSU,WI,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1693,2018.25
MCOU,NM,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,351,2018.25
FFSU,DC,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,79,2018.5
FFSU,TX,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,49,2018.25
FFSU,IL,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,983,2018
FFSU,MO,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1078,2018
FFSU,NJ,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,24,2018
MCOU,NV,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,355,2018.25
FFSU,DC,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,79,2018.25
FFSU,NC,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1476,2018
FFSU,GA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,34,2018.25
FFSU,UT,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,62,2018
FFSU,SC,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,39,2018.5
FFSU,WY,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,62,2018
FFSU,WA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,13,2018
FFSU,WV,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,125,2018
FFSU,OR,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,66,2018.25
FFSU,DC,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,87,2018
MCOU,DC,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,104,2018.25
MCOU,NH,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,141,2018.25
FFSU,MA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,602,2018
FFSU,NY,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,329,2018.25
FFSU,UT,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,73,2018.25
FFSU,MT,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,521,2018.25
MCOU,UT,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,118,2018
FFSU,MT,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,463,2018
MCOU,GA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,215,2018
FFSU,IN,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,94,2018.25
FFSU,SD,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,41,2018.25
FFSU,TX,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,33,2018.5
FFSU,GA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,42,2018
MCOU,NH,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,144,2018
FFSU,NH,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,21,2018
FFSU,WA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,28,2018.25
FFSU,OH,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,125,2018.5
FFSU,VA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,69,2018.25
MCOU,ND,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,89,2018.25
FFSU,OH,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,142,2018
FFSU,PA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,61,2018.25
FFSU,VT,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,305,2018
FFSU,NH,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,34,2018.25
FFSU,FL,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,63,2018.5
FFSU,SD,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,49,2018.5
MCOU,WA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1478,2018
FFSU,SD,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,33,2018
FFSU,CT,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1471,2018
MCOU,FL,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1880,2018
FFSU,PA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,50,2018
FFSU,SC,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,46,2018
FFSU,WV,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,373,2018.25
FFSU,MO,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1056,2018.25
FFSU,IA,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,17,2018.5
MCOU,RI,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,159,2018.5
MCOU,WA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1377,2018.25
FFSU,IL,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,202,2018.25
FFSU,NJ,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,15,2018.5
FFSU,NH,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,21,2018.5
FFSU,NV,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,227,2018
MCOU,TX,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1364,2018.5
FFSU,TN,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1405,2018
MCOU,OH,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,5031,2018.5
FFSU,NV,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,263,2018.25
MCOU,OH,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,5267,2018
MCOU,MS,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,217,2018.75
MCOU,TX,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1270,2018.75
FFSU,TN,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1413,2018.5
FFSU,SD,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,46,2018.75
MCOU,OH,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,5517,2018.25
FFSU,TN,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1376,2018.25
FFSU,OK,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,636,2018.25
MCOU,RI,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,154,2018.25
MCOU,TX,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1214,2018.25
FFSU,OK,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,576,2018
MCOU,FL,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1748,2018.5
MCOU,CA,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,3333,2018.5
MCOU,IN,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1903,2018.25
MCOU,CA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,3191,2018.25
MCOU,TX,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1218,2018
MCOU,OH,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,4194,2018.75
MCOU,FL,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1791,2018.25
FFSU,CA,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1304,2018.75
MCOU,VA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,592,2018
MCOU,CA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,3049,2018
MCOU,CA,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,3219,2018.75
FFSU,CA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1271,2018
MCOU,VA,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,640,2018.5
MCOU,DE,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,85,2018.75
FFSU,MN,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,192,2018
FFSU,CA,2018,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1289,2018.5
MCOU,WA,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1404,2018.75
FFSU,CA,2018,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1357,2018.25
MCOU,PA,2018,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,2782,2018
MCOU,NY,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,6018,2018.75
MCOU,VA,2018,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,713,2018.75
MCOU,WA,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1808,2019.75
MCOU,MA,2019,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1207,2019
MCOU,GA,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,189,2019.75
FFSU,IN,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,109,2019.25
MCOU,WA,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1883,2019.25
MCOU,IN,2019,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,2139,2019
FFSU,OK,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,556,2019.75
MCOU,MS,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,286,2019.5
MCOU,OR,2019,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,2047,2019
MCOU,FL,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1575,2019.75
FFSU,MD,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1318,2019.5
FFSU,MS,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,70,2019.5
MCOU,IN,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,2099,2019.5
MCOU,IN,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,2271,2019.25
MCOU,OH,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,3722,2019.75
FFSU,CT,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1530,2019.75
FFSU,UT,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,163,2019.75
MCOU,OR,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1987,2019.75
FFSU,TX,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,41,2019.75
MCOU,MS,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,258,2019.75
MCOU,KY,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,2928,2019.75
MCOU,KS,2019,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,401,2019
MCOU,MI,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,4821,2019.25
FFSU,NJ,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,21,2019.75
FFSU,FL,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,61,2019.75
FFSU,CO,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1120,2019.5
MCOU,OR,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,2055,2019.5
MCOU,MN,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1235,2019.75
FFSU,IL,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,130,2019.75
FFSU,MN,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,160,2019.75
MCOU,MI,2019,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,4835,2019
MCOU,NH,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,236,2019.75
MCOU,IA,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,385,2019.75
MCOU,NV,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,204,2019.75
MCOU,AZ,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1697,2019.75
MCOU,SC,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,629,2019.75
FFSU,MS,2019,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,51,2019
FFSU,CO,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1068,2019.25
FFSU,OR,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,90,2019.5
FFSU,MS,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,49,2019.75
FFSU,AR,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,465,2019.75
MCOU,DE,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,105,2019.25
MCOU,MA,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1101,2019.25
FFSU,MN,2019,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,186,2019
FFSU,NC,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1430,2019.5
FFSU,MN,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,198,2019.25
FFSU,IN,2019,3,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,103,2019.5
FFSU,MS,2019,2,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,49,2019.25
FFSU,WI,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1561,2019.75
FFSU,IN,2019,1,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,77,2019
MCOU,HI,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,119,2019.75
MCOU,IN,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,2042,2019.75
FFSU,VT,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,247,2019.75
FFSU,MA,2019,4,F,00069047103,Varenicline;Varenicline,CHANTIX STARTING MONTH BOX,1019,2019.75
